238924843	204	222	2645	clust33	34
238924844	3	146	3314	clust2851	973
238924845	5	153	3744	clust1870	1197
238924846	489	704	4439	clust6	959
238924847	122	334	6574	clust72	811
238924848	8	131	7639	clust1302	881
238924849	8	308	8072	clust1395	945
238924850	16	294	8982	clust714	919
238924851	50	283	9878	clust196	847
268679524	16	219	9720	clust722	1052
268679525	19	303	9686	clust599	1088
268679526	12	164	8696	clust932	1150
268679527	242	233	7387	clust27	1181
268679528	75	566	7390	clust128	1373
268679529	244	411	5703	clust26	1622
268679530	2	350	4471	clust3630	2021
268679531	17	158	3353	clust646	1485
268679532	293	240	2038	clust18	1905
268679533	2	567	13	clust3793	3793
268679534	252	306	0	clust24	0
268679535	595	237	1635	clust5	5
268679536	489	737	3848	clust6	5
268679537	264	163	4344	clust21	10
268679538	1334	334	5355	clust2	8
268679539	752	103	5663	clust3	7
268679540	16	340	14917	clust704	123
268679541	30	563	16640	clust378	159
268679542	5	292	17576	clust1901	377
268679543	1	152	17593	clust15254	2030
268679544	1	202	18789	clust16885	3515
474987200	2	32	9341	clust4567	2515
474987201	3	77	8954	clust2811	2287
474987202	2	256	8472	clust3886	2221
474987203	2	77	7527	clust3626	1983
474987205	88	362	7210	clust101	1710
474987206	2	394	4691	clust4507	2032
474987207	2	50	3356	clust5630	1413
474987208	1334	322	2485	clust2	7
474987209	298	265	1513	clust16	10
474987210	595	239	716	clust5	5
474987211	301	406	0	clust14	0
474987212	259	231	1217	clust23	23
474987213	269	584	1909	clust20	21
474987214	280	967	3650	clust19	20
474987215	2	41	7919	clust4609	1167
474987216	6	460	10928	clust1668	1267
474987217	2	73	11368	clust4411	1791
474987218	4	44	12207	clust2427	1882
474987219	4	44	13284	clust2427	1950
474987220	4	549	13462	clust2363	1996
474987221	2	871	15277	clust3472	2143
17229044	437	550	12153	clust7	1110
17229045	70	439	11638	clust139	1233
17229046	437	608	8265	clust7	1369
17229047	3	291	6376	clust2676	1564
17229048	16	372	5184	clust708	1379
17229049	145	286	5107	clust60	1513
17229050	2	68	3601	clust4776	1877
17229051	11	83	3182	clust1039	910
17229052	8	119	2826	clust1400	846
17229053	37	897	21	clust293	293
17229054	57	344	0	clust170	0
17229055	50	252	1794	clust201	201
17229056	146	734	4072	clust58	129
17229057	8	205	4766	clust1323	527
17229058	191	290	5668	clust38	405
17229059	306	196	6449	clust13	326
17229060	1334	333	7574	clust2	272
17229061	39	297	8661	clust275	272
17229062	1	62	8945	clust7018	1116
17229063	1	101	9270	clust10685	2179
17229064	1	52	9428	clust11356	3096
186682972	1	148	24222	clust18862	3162
186682973	1	2198	11389	clust10077	1417
186682974	11	436	6848	clust1046	335
186682975	752	95	6671	clust3	234
186682976	1334	334	6344	clust2	272
186682977	306	197	5190	clust13	326
186682978	191	281	4565	clust38	405
186682979	8	206	3730	clust1323	527
186682980	146	759	3033	clust58	129
186682981	50	252	761	clust201	201
186682982	57	342	0	clust170	0
186682983	37	913	1046	clust293	293
186682984	1	96	3899	clust8033	4163
186682985	11	83	4255	clust1039	3121
186682986	145	289	6261	clust60	2356
186682987	1	144	6235	clust12594	4403
186682988	11	86	6666	clust1039	3843
186682989	1	413	8870	clust7850	4415
186682990	1	362	10045	clust15833	5842
186682991	55	260	10203	clust180	5213
186682992	108	356	12512	clust79	4700
169795143	18	271	12746	clust620	1251
169795144	4	920	9861	clust2268	1322
169795145	3	127	9803	clust2996	1203
169795146	3	210	8684	clust3247	947
169795147	9	487	8648	clust1253	564
169795148	5	125	6636	clust1886	427
169795149	1334	321	5548	clust2	62
169795150	103	1124	2177	clust86	82
169795151	108	416	911	clust78	80
169795152	105	294	27	clust83	83
169795153	124	337	0	clust70	0
169795154	123	204	1627	clust71	71
169795155	13	203	6042	clust854	462
169795156	79	432	7383	clust114	346
169795157	3	234	8149	clust2652	922
169795158	70	212	8920	clust138	765
169795159	17	945	11902	clust660	748
169795160	41	338	11960	clust260	678
169795161	217	231	13143	clust29	597
169795162	162	356	15049	clust50	536
169795163	20	364	16156	clust581	540
258516148	6	191	20366	clust1590	2185
258516149	28	366	19563	clust418	2251
258516150	1	432	18470	clust10808	2480
258516151	1	221	17162	clust8745	1290
258516152	42	184	16037	clust252	48
258516153	752	94	4948	clust3	7
258516154	1334	335	4667	clust2	8
258516155	264	162	3645	clust21	10
258516156	489	794	3160	clust6	5
258516157	595	246	753	clust5	5
258516158	351	310	0	clust9	0
258516159	30	599	919	clust392	392
258516160	293	232	2723	clust18	205
258516161	244	507	3969	clust26	145
258516162	4	284	5544	clust2439	718
258516163	95	920	6410	clust95	594
258516164	1	85	9519	clust18694	3610
258516165	1	133	9812	clust18473	5733
258516166	1	151	10838	clust12486	6577
258516167	2	163	10908	clust4622	6360
258516168	1	110	11950	clust17476	7472
336115122	18	433	15999	clust612	2820
336115123	1	44	14341	clust17128	3066
336115124	34	206	13497	clust336	1308
336115125	42	139	12392	clust255	1447
336115126	127	93	10309	clust68	1646
336115127	1	317	9000	clust9775	1961
336115128	1334	333	5258	clust2	8
336115129	264	138	3820	clust21	10
336115130	489	848	3329	clust6	5
336115131	595	249	764	clust5	5
336115132	351	315	0	clust9	0
336115133	30	632	931	clust392	392
336115134	293	235	2984	clust18	205
336115135	17	992	4296	clust673	361
336115136	70	195	8278	clust142	306
336115137	3	164	9052	clust2855	816
336115138	1	40	9294	clust13603	2947
336115139	21	372	9349	clust542	2603
336115140	3	222	10474	clust3433	2707
336115141	2	76	11164	clust4329	2887
336115142	30	679	11618	clust378	2636
162145889	28	466	10729	clust405	1224
162145890	9	707	7023	clust1226	1315
162145891	12	215	7019	clust956	1327
162145892	437	621	4244	clust7	1380
162145893	2	207	3628	clust3685	1609
162145894	7	132	3168	clust1459	1193
162145895	2	218	2105	clust4492	1127
162145896	752	96	1999	clust3	6
162145897	1334	346	1705	clust2	7
162145898	306	218	665	clust13	13
162145899	351	306	0	clust9	0
162145900	197	607	931	clust36	36
162145901	204	223	2751	clust33	34
162145902	6	74	3900	clust1587	552
162145903	16	136	4310	clust718	593
162145904	489	782	4471	clust6	476
162145905	25	128	6850	clust461	473
162145906	2	175	7254	clust5315	1165
162145907	18	258	7823	clust619	1096
162145908	2	451	8599	clust5300	1563
162145909	55	223	9951	clust181	1425
169823563	1	294	5644	clust15578	9803
169823564	1	79	4617	clust5890	9161
169823565	1	84	4310	clust5692	9570
169823566	1	172	3920	clust15944	10124
169823567	1	74	3281	clust17833	9154
169823568	1	64	3046	clust14892	7419
169823569	1	57	2721	clust11000	5550
169823570	1	63	1520	clust11182	3734
169823571	298	211	1325	clust16	10
169823572	595	228	689	clust5	5
169823573	301	364	0	clust14	0
169823574	269	519	1084	clust20	20
169823575	1	241	3417	clust17786	8903
169823576	1	231	3466	clust17190	11665
169823577	1	79	4286	clust6575	10392
169823578	28	143	4636	clust414	8397
169823579	1	182	5214	clust8329	8385
169823580	1	168	5888	clust12733	9006
169823581	1	193	6532	clust13650	9587
169823582	1	119	7304	clust15450	10238
169823583	1	124	7810	clust14721	10686
169834604	1	70	10436	clust9154	7963
169834631	1	760	10099	clust9485	7830
169834550	1	193	7579	clust15196	7623
169834659	1	490	6944	clust10936	6542
169834602	1	62	5335	clust8014	5809
169834660	25	314	5033	clust457	5369
169834544	2	77	3971	clust4469	6597
169834656	2	194	3662	clust4797	7306
169834723	1	207	1942	clust16730	8561
169834609	30	621	50	clust392	392
169834684	351	312	0	clust9	0
169834722	595	253	1790	clust5	5
83590556	5	364	17495	clust2084	1636
83590557	13	362	16404	clust835	1587
83590558	4	426	15293	clust2410	1681
83590559	4	432	14000	clust2410	1577
83590560	1	402	10043	clust8579	1438
83590561	752	91	5426	clust3	10
83590562	1334	321	5142	clust2	11
83590563	264	177	4160	clust21	15
83590564	280	917	3637	clust19	12
83590565	595	294	884	clust5	5
83590566	252	353	0	clust24	0
83590567	63	492	1091	clust154	154
83590568	293	226	2573	clust18	86
83590569	1	467	3552	clust11304	3825
83590570	31	350	5070	clust372	2962
83590571	1	84	6126	clust13764	5122
83590572	15	270	7712	clust732	4390
83590573	5	360	7781	clust1819	4023
83590574	1	231	9150	clust14761	5365
83590575	3	253	10806	clust3018	5104
83590576	7	244	11580	clust1436	4737
145220098	36	362	10146	clust305	1759
145220099	4	112	9786	clust2293	1920
145220100	11	422	8493	clust1036	1874
145220101	603	235	7789	clust4	1994
145220102	399	442	6448	clust8	2325
145220103	138	370	6321	clust63	2789
145220104	1	75	4470	clust13809	3471
145220105	489	665	2472	clust6	25
145220106	204	236	1739	clust33	34
145220107	197	571	27	clust36	36
145220108	351	282	0	clust9	0
145220109	306	219	1500	clust13	13
145220110	1334	343	2528	clust2	7
145220111	752	95	2822	clust3	6
145220112	127	95	3624	clust68	21
145220113	173	279	4490	clust45	26
145220114	18	476	7056	clust623	125
145220115	35	334	8187	clust319	153
145220116	1	156	8826	clust6309	922
145220117	34	396	8897	clust334	857
145220118	17	194	10111	clust645	836
159038145	134	176	11229	clust66	3677
159038146	4	165	10690	clust2428	4078
159038147	1	555	8893	clust14311	4284
159038148	81	426	8750	clust111	2852
159038149	1	58	7141	clust16080	3309
159038150	3	230	6079	clust3125	755
159038151	19	162	5594	clust589	162
159038152	280	986	2584	clust19	20
159038153	269	560	680	clust20	21
159038154	259	226	3	clust23	23
159038155	301	387	0	clust14	0
159038156	595	238	1882	clust5	5
159038157	298	227	2574	clust16	10
159038158	1334	322	3539	clust2	7
159038159	228	136	3949	clust28	12
159038160	77	408	6616	clust120	34
159038161	56	262	7404	clust176	57
159038162	1	607	9463	clust18551	2699
159038163	30	251	11400	clust377	2409
159038164	603	308	12152	clust4	2142
159038165	1	398	13075	clust18211	3749
385233853	603	360	14232	clust4	365
385233854	37	343	11882	clust297	406
385233855	603	379	10672	clust4	419
385233856	31	557	9002	clust361	479
385233857	5	222	8313	clust1874	498
385233858	333	283	7336	clust10	223
385233859	11	579	7296	clust1034	277
385233860	489	745	2909	clust6	25
385233861	204	254	1763	clust33	34
385233862	197	589	3	clust36	36
385233863	351	316	0	clust9	0
385233864	752	96	2923	clust3	3
385233865	78	483	3920	clust116	59
385233866	603	240	5399	clust4	41
385233867	603	242	6108	clust4	31
385233868	142	308	6833	clust62	37
385233869	142	291	7756	clust62	41
385233870	78	407	8731	clust118	52
385233871	85	292	10999	clust106	59
385233872	1	264	11157	clust9180	1072
385233873	1	61	12197	clust14832	2448
471319535	77	355	9736	clust120	6899
471319536	1	957	9884	clust15158	7653
471319537	2	102	7014	clust5477	6715
471319538	20	266	5017	clust582	6892
471319539	1	76	5044	clust10938	7943
471319540	1	146	3690	clust9373	7344
471319541	1	229	3004	clust16951	6837
471319542	1	154	2533	clust10379	3466
471319543	298	244	1564	clust16	10
471319544	595	283	848	clust5	5
471319545	301	447	0	clust14	0
471319546	259	201	1340	clust23	23
471319547	269	528	1942	clust20	21
471319548	2	283	4459	clust4582	1541
471319549	2	1466	4612	clust4199	2206
471319550	1	252	9009	clust15420	4848
471319551	1	99	10617	clust8295	5423
471319552	2	289	11049	clust4283	5260
471319553	56	280	12050	clust176	4624
471319554	77	418	12892	clust120	4124
471319555	20	281	14222	clust582	3770
330467194	138	394	17247	clust63	3255
330467195	21	377	15819	clust554	3610
330467196	1	247	14914	clust12368	3992
330467197	2	696	12068	clust4915	2795
330467198	1	194	8954	clust13483	2442
330467199	88	435	9018	clust100	234
330467200	11	699	5364	clust1011	268
330467201	280	916	2527	clust19	20
330467202	269	553	668	clust20	21
330467203	259	224	3	clust23	23
330467204	301	374	0	clust14	0
330467205	595	233	1822	clust5	5
330467206	298	225	2502	clust16	10
330467207	1334	322	3467	clust2	7
330467208	228	136	3877	clust28	12
330467209	2	428	9069	clust4020	814
330467210	1	97	9107	clust11352	2570
330467211	1	173	11173	clust14157	4225
330467212	39	275	11536	clust275	3731
330467213	1	184	12739	clust13646	4833
330467214	296	317	13437	clust17	4351
206900293	121	292	8672	clust73	3013
206900525	121	336	7665	clust73	3340
206900625	198	224	6994	clust35	3748
206901729	57	357	5928	clust173	4279
206901767	57	326	4951	clust173	4963
206900656	1	334	4954	clust8418	5921
206900238	1	54	3637	clust9585	5297
206901976	1	232	2810	clust11479	3868
206900560	293	260	1955	clust18	62
206901137	85	654	1	clust107	107
206901745	351	317	0	clust9	0
206900745	595	250	1722	clust5	5
206900733	489	801	4129	clust6	5
206901309	264	164	4640	clust21	10
206900175	1334	331	5632	clust2	8
206901107	752	87	5897	clust3	7
206901915	1	148	11369	clust18653	3115
206900605	1	365	12735	clust10720	4201
206900301	5	502	14240	clust1909	3914
206901318	1	151	14699	clust13550	4985
206901036	70	417	15966	clust139	4500
338214348	260	265	9835	clust22	4318
338214349	1	160	8508	clust12360	4796
338214350	1	173	7874	clust9155	3850
338214351	145	340	7597	clust60	3092
338214352	1	143	5975	clust17621	3598
338214353	293	220	5284	clust18	793
338214354	5	193	4694	clust1809	987
338214355	489	716	2544	clust6	714
338214356	5	466	1147	clust2016	1068
338214357	77	336	656	clust120	120
338214358	5	351	0	clust1898	0
338214359	1	163	1603	clust16917	16917
338214360	50	386	2834	clust195	8556
338214361	264	180	3373	clust21	5711
338214362	1334	334	4374	clust2	4283
338214363	752	87	4677	clust3	3427
338214364	1	273	17192	clust16870	5668
338214365	1	41	18032	clust10541	6364
338214366	1	159	18781	clust12279	7103
338214367	21	418	18796	clust542	6374
338214368	1	154	20148	clust13333	7070
333898141	37	146	18468	clust294	1429
333898142	3	59	17843	clust3150	1555
333898143	1	84	17611	clust10161	1356
333898144	18	457	16390	clust636	98
333898145	293	251	5387	clust18	9
333898146	752	87	4621	clust3	7
333898147	1334	330	4356	clust2	8
333898148	264	163	3352	clust21	10
333898149	489	738	2842	clust6	5
333898150	595	215	654	clust5	5
333898151	252	338	0	clust24	0
333898152	57	459	1035	clust171	171
333898153	2	350	3794	clust3744	1957
333898154	1	223	3858	clust12452	5455
333898155	8	71	4604	clust1308	4418
333898156	127	95	6223	clust68	3548
333898157	1	112	6579	clust12161	4984
333898158	1	273	9633	clust12648	6078
333898159	1	213	10591	clust9009	6445
333898160	37	146	10691	clust294	5761
333898161	1	183	11958	clust13038	6489
451821610	13	1289	17789	clust856	1017
451821611	34	227	13130	clust328	1035
451821612	1	380	12895	clust6427	1123
451821613	4	370	11447	clust2517	366
451821614	333	302	10169	clust10	7
451821615	752	87	4849	clust3	7
451821616	1334	327	4584	clust2	8
451821617	264	172	3596	clust21	10
451821618	489	738	3034	clust6	5
451821619	595	218	678	clust5	5
451821620	252	302	0	clust24	0
451821621	63	607	910	clust154	154
451821622	293	245	2748	clust18	86
451821623	145	316	3577	clust60	77
451821624	49	250	4788	clust203	108
451821625	17	979	5624	clust673	221
451821626	20	244	8743	clust567	279
451821627	15	251	10534	clust758	347
451821628	1	578	10704	clust10099	1566
451821629	217	192	12835	clust29	1395
451821630	16	381	13636	clust694	1325
452202930	1	219	12162	clust7968	6312
452202931	1	254	11858	clust17043	6128
452202932	1	98	11007	clust11172	4763
452202933	1	515	10673	clust13954	3848
452202934	1	288	9015	clust12856	2164
452202935	242	227	7837	clust27	25
452202936	244	408	7173	clust26	25
452202937	489	806	2740	clust6	25
452202938	204	251	1971	clust33	34
452202939	197	652	16	clust36	36
452202940	351	303	0	clust9	0
452202941	306	227	1599	clust13	13
452202942	1334	339	2602	clust2	7
452202943	752	96	2948	clust3	6
452202944	7	89	6882	clust1424	360
452202945	104	332	8031	clust85	305
452202946	1	297	8607	clust8509	1672
452202947	1	114	10028	clust12957	3284
452202948	1	796	10414	clust6244	3654
452202949	1	121	12871	clust16194	5047
452202950	1	64	13359	clust7221	5265
427712284	1	181	11481	clust16292	6907
427712285	1	399	10285	clust14443	5864
427712286	1	85	10028	clust9321	4792
427712287	1	630	8136	clust7817	4145
427712288	1	537	6526	clust14810	3533
427712289	752	97	3347	clust3	1278
427712290	78	554	3052	clust115	1597
427712291	28	88	1265	clust415	2091
427712292	1	78	1002	clust5854	2929
427712293	595	214	641	clust5	5
427712294	252	331	0	clust24	0
427712295	16	512	1031	clust726	726
427712296	489	812	2560	clust6	366
427712297	1	139	4995	clust15848	5526
427712298	1	87	5411	clust5798	5594
427712299	22	216	5695	clust506	4576
427712300	1	59	6566	clust15748	6438
427712301	1	57	7065	clust18568	8171
427712302	2	105	7239	clust4893	7761
427712303	1	92	7625	clust14516	8512
427712304	145	328	7946	clust60	7666
108757473	1	46	14620	clust6125	4744
108759518	1	932	14615	clust10090	4590
108763749	1	608	11847	clust8759	3903
108760416	1	167	10024	clust12088	3209
108761553	1	460	9399	clust8513	1729
108757044	5	197	7420	clust1799	373
108759689	164	238	6666	clust48	16
108759816	752	96	1978	clust3	6
108763792	1334	342	1679	clust2	7
108757432	306	213	638	clust13	13
108758563	351	304	0	clust9	0
108761647	197	582	953	clust36	36
108759166	204	221	2698	clust33	34
108760236	489	767	3379	clust6	25
108757474	4	237	6807	clust2555	657
108758143	42	464	6821	clust246	575
108763496	5	730	8362	clust1833	784
108760420	44	387	10630	clust228	705
108763089	26	608	11864	clust446	672
108764066	4	182	14430	clust2219	844
108759980	244	492	16055	clust26	762
218437508	1	108	9299	clust11650	6345
218437509	1	179	8732	clust16715	5755
218437510	1	219	8654	clust8030	4385
218437511	2	566	7798	clust5335	3865
218437512	18	408	5741	clust613	3620
218437513	1	312	4477	clust17855	4221
218437514	57	272	3441	clust174	813
218437515	4	122	2605	clust2508	1026
218437516	191	333	1867	clust38	286
218437517	21	266	781	clust534	534
218437518	252	353	0	clust24	0
218437519	11	610	1075	clust984	984
218437520	2	92	2984	clust4303	2643
218437521	1	81	7314	clust11353	5546
218437522	260	262	8286	clust22	4165
218437523	3	779	10778	clust2968	3926
218437524	1	92	11034	clust13586	5536
218437525	1	263	11314	clust17520	7248
218437526	1	76	12114	clust16293	8378
218437527	1	840	15163	clust11953	8775
218437528	1	219	16122	clust16483	9546
159898740	1	327	16940	clust6737	6315
159898741	1	324	15950	clust17594	6268
159898742	2	108	14523	clust4332	4852
159898743	2	102	14211	clust4332	4927
159898744	1	146	14158	clust15029	5026
159898745	1	2494	5990	clust6463	3025
159898746	1	178	5928	clust7978	2166
159898747	217	210	4576	clust29	229
159898748	31	454	3181	clust366	329
159898749	37	981	30	clust293	293
159898750	57	330	0	clust170	0
159898751	50	253	1756	clust201	201
159898752	146	778	4089	clust58	129
159898753	191	274	4925	clust38	99
